Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,rdkit_smiles,inchi_key,compound_id,VALUE_NUM_mean,VALUE_NUM_std,Perc_Var,Remove_BadDuplicate
"2,3',4,4'-PCB",-6.709,1,326.437,0,2,1,0.0,-7.8,Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl ,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1,LACXVZHAJMVESG-UHFFFAOYSA-N,LACXVZHAJMVESG-UHFFFAOYSA-N,-7.8,,-0.0,0
"2,2',3,3',4,4'-PCB",-7.192,1,360.88200000000006,0,2,1,0.0,-8.01,Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl ,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,BTAGRXWGMYTPBY-UHFFFAOYSA-N,BTAGRXWGMYTPBY-UHFFFAOYSA-N,-8.01,,-0.0,0
Warfarin,-3.913,1,308.3330000000001,1,3,4,67.50999999999999,-3.893,CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O ,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,PJVWKTKQMONHTI-UHFFFAOYSA-N,PJVWKTKQMONHTI-UHFFFAOYSA-N,-3.893,,-0.0,0
hydrobenzoin,-2.645,1,214.264,2,2,3,40.46,-1.93,c1ccccc1C(O)C(O)c2ccccc2,OC(c1ccccc1)C(O)c1ccccc1,IHPDTPWNFBQHEB-UHFFFAOYSA-N,IHPDTPWNFBQHEB-UHFFFAOYSA-N,-1.93,,-0.0,0
Dimethyl phthalate,-2.347,1,194.18599999999995,0,1,2,52.60000000000001,-1.66,COC(=O)c1ccccc1C(=O)OC,COC(=O)c1ccccc1C(=O)OC,NIQCNGHVCWTJSM-UHFFFAOYSA-N,NIQCNGHVCWTJSM-UHFFFAOYSA-N,-1.66,,-0.0,0
Ethyl octanoate,-2.962,1,172.26799999999997,0,0,7,26.3,-3.39,CCCCCCCC(=O)OCC,CCCCCCCC(=O)OCC,YYZUSRORWSJGET-UHFFFAOYSA-N,YYZUSRORWSJGET-UHFFFAOYSA-N,-3.39,,-0.0,0
Diethyldisulfide,-2.364,1,122.258,0,0,3,0.0,-2.42,CCSSCC,CCSSCC,CETBSQOFQKLHHZ-UHFFFAOYSA-N,CETBSQOFQKLHHZ-UHFFFAOYSA-N,-2.42,,-0.0,0
"1,2-Diethoxyethane ",-0.833,1,118.176,0,0,5,18.46,-0.77,CCOCCOCC,CCOCCOCC,LZDKZFUFMNSQCJ-UHFFFAOYSA-N,LZDKZFUFMNSQCJ-UHFFFAOYSA-N,-0.77,,-0.0,0
"1,2,4,5-Tetrachlorobenzene",-4.621,1,215.894,0,1,0,0.0,-5.56,Clc1cc(Cl)c(Cl)cc1Cl,Clc1cc(Cl)c(Cl)cc1Cl,JHBKHLUZVFWLAG-UHFFFAOYSA-N,JHBKHLUZVFWLAG-UHFFFAOYSA-N,-5.56,,-0.0,0
p-benzidine,-2.613,1,184.242,2,2,1,52.04,-2.7,Nc1ccc(cc1)c2ccc(N)cc2,Nc1ccc(-c2ccc(N)cc2)cc1,HFACYLZERDEVSX-UHFFFAOYSA-N,HFACYLZERDEVSX-UHFFFAOYSA-N,-2.7,,-0.0,0
1-Heptene,-2.718,1,98.189,0,0,4,0.0,-3.73,CCCCCC=C,C=CCCCCC,ZGEGCLOFRBLKSE-UHFFFAOYSA-N,ZGEGCLOFRBLKSE-UHFFFAOYSA-N,-3.73,,-0.0,0
Ethirimol,-2.732,1,209.293,2,1,5,57.78,-3.028,CCCCc1c(C)nc(NCC)[nH]c1=O,CCCCc1c(C)nc(NCC)[nH]c1=O,BBXXLROWFHWFQY-UHFFFAOYSA-N,BBXXLROWFHWFQY-UHFFFAOYSA-N,-3.028,,-0.0,0
Pentobarbital,-2.312,1,226.27599999999995,2,1,4,75.27000000000001,-2.39,O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,WEXRUCMBJFQVBZ-UHFFFAOYSA-N,WEXRUCMBJFQVBZ-UHFFFAOYSA-N,-2.39,,-0.0,0
o-Chloroaniline,-2.392,1,127.574,1,1,0,26.02,-1.52,Nc1ccccc1Cl,Nc1ccccc1Cl,AKCRQHGQIJBRMN-UHFFFAOYSA-N,AKCRQHGQIJBRMN-UHFFFAOYSA-N,-1.52,,-0.0,0
3-Chloroanisole,-3.057,1,142.58499999999998,0,1,1,9.23,-2.78,COc1cccc(Cl)c1,COc1cccc(Cl)c1,YUKILTJWFRTXGB-UHFFFAOYSA-N,YUKILTJWFRTXGB-UHFFFAOYSA-N,-2.78,,-0.0,0
Pebulate,-3.131,1,203.351,0,0,6,20.31,-3.53,CCCCN(CC)C(=O)SCCC,CCCCN(CC)C(=O)SCCC,SGEJQUSYQTVSIU-UHFFFAOYSA-N,SGEJQUSYQTVSIU-UHFFFAOYSA-N,-3.53,,-0.0,0
Butyl acetate,-1.111,1,102.13299999999998,0,0,4,26.3,-1.37,CCCCOC=O,CCCCOC=O,NMJJFJNHVMGPGM-UHFFFAOYSA-N,NMJJFJNHVMGPGM-UHFFFAOYSA-N,-1.37,,-0.0,0
Prednisolone,-2.974,1,360.4500000000002,3,4,2,94.83,-3.18,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,OIGNJSKKLXVSLS-UHFFFAOYSA-N,OIGNJSKKLXVSLS-UHFFFAOYSA-N,-3.18,,-0.0,0
Bromodichloromethane,-2.176,1,163.82899999999998,0,0,0,0.0,-1.54,BrC(Cl)Cl,ClC(Cl)Br,FMWLUWPQPKEARP-UHFFFAOYSA-N,FMWLUWPQPKEARP-UHFFFAOYSA-N,-1.54,,-0.0,0
adrenosterone,-2.99,1,300.3980000000001,0,4,0,51.21,-3.48,CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O) ,CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O,RZRPTBIGEANTGU-UHFFFAOYSA-N,RZRPTBIGEANTGU-UHFFFAOYSA-N,-3.48,,-0.0,0
p-terphenyl,-5.7410000000000005,2,230.31,0,3,2,0.0,-7.11,c1ccc(cc1)c2ccc(cc2)c3ccccc3,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,XJKSTNDFUHDPQJ-UHFFFAOYSA-N,XJKSTNDFUHDPQJ-UHFFFAOYSA-N,-7.11,,-0.0,0
p-Hydroxybenzaldehyde ,-2.003,1,122.12299999999998,1,1,1,37.3,-0.96,Oc1ccc(C=O)cc1,O=Cc1ccc(O)cc1,RGHHSNMVTDWUBI-UHFFFAOYSA-N,RGHHSNMVTDWUBI-UHFFFAOYSA-N,-0.96,,-0.0,0
Bromomethane,-1.109,1,94.939,0,0,0,0.0,-0.79,CBr,CBr,GZUXJHMPEANEGY-UHFFFAOYSA-N,GZUXJHMPEANEGY-UHFFFAOYSA-N,-0.79,,-0.0,0
Perfluidone,-4.945,1,379.381,1,2,4,80.31,-3.8,Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,Cc1cc(S(=O)(=O)c2ccccc2)ccc1NS(=O)(=O)C(F)(F)F,WHTBVLXUSXVMEV-UHFFFAOYSA-N,WHTBVLXUSXVMEV-UHFFFAOYSA-N,-3.8,,-0.0,0
Coumachlor,-4.553999999999999,1,342.7780000000001,1,3,4,67.50999999999999,-5.839,CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O,DEKWZWCFHUABHE-UHFFFAOYSA-N,DEKWZWCFHUABHE-UHFFFAOYSA-N,-5.839,,-0.0,0
2-Ethylnaphthalene,-4.1,1,156.22799999999998,0,2,1,0.0,-4.29,CCc1ccc2ccccc2c1,CCc1ccc2ccccc2c1,RJTJVVYSTUQWNI-UHFFFAOYSA-N,RJTJVVYSTUQWNI-UHFFFAOYSA-N,-4.29,,-0.0,0
5-methylcytosine,-0.257,1,125.131,2,1,0,71.77000000000001,-1.4580000000000002,Nc1c(C)c[nH]c(=O)n1 ,Cc1c[nH]c(=O)nc1N,LRSASMSXMSNRBT-UHFFFAOYSA-N,LRSASMSXMSNRBT-UHFFFAOYSA-N,-1.4580000000000002,,-0.0,0
"2,3,4,5,6-PCB",-6.785,1,326.437,0,2,1,0.0,-7.92,Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl ,Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl,GGMPTLAAIUQMIE-UHFFFAOYSA-N,GGMPTLAAIUQMIE-UHFFFAOYSA-N,-7.92,,-0.0,0
benodanil,-4.245,1,323.133,1,2,2,29.1,-4.21,c1c(NC(=O)c2ccccc2(I))cccc1,O=C(Nc1ccccc1)c1ccccc1I,LJOZMWRYMKECFF-UHFFFAOYSA-N,LJOZMWRYMKECFF-UHFFFAOYSA-N,-4.21,,-0.0,0
Riboflavin,-1.865,1,376.36900000000014,5,3,5,161.56,-3.685,Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,AUNGANRZJHBGPY-UHFFFAOYSA-N,AUNGANRZJHBGPY-UHFFFAOYSA-N,-3.685,,-0.0,0
o-Fluorobromobenzene,-3.467,1,175.0,0,1,0,0.0,-2.7,Fc1ccccc1Br,Fc1ccccc1Br,IPWBFGUBXWMIPR-UHFFFAOYSA-N,IPWBFGUBXWMIPR-UHFFFAOYSA-N,-2.7,,-0.0,0
"2,4-Dichlorophenol ",-3.22,1,163.003,1,1,0,20.23,-1.55,Oc1ccc(Cl)cc1Cl,Oc1ccc(Cl)cc1Cl,HFZWRUODUSTPEG-UHFFFAOYSA-N,HFZWRUODUSTPEG-UHFFFAOYSA-N,-1.55,,-0.0,0
Permethrin,-7.129,1,391.2940000000001,0,3,6,35.53,-6.291,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,-6.291,,-0.0,0
piroxicam,-3.4730000000000003,1,331.353,2,3,2,99.6,-4.16,CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3 ,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,QYSPLQLAKJAUJT-UHFFFAOYSA-N,QYSPLQLAKJAUJT-UHFFFAOYSA-N,-4.16,,-0.0,0
3-Propanoyloxymethylphenytoin,-3.128,1,338.36300000000006,1,3,5,75.71,-4.907,O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3,CCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,FBQTWGHLMQUOQL-UHFFFAOYSA-N,FBQTWGHLMQUOQL-UHFFFAOYSA-N,-4.907,,-0.0,0
Cyclopentane ,-2.0380000000000003,2,70.135,0,1,0,0.0,-2.64,C1CCCC1,C1CCCC1,RGSFGYAAUTVSQA-UHFFFAOYSA-N,RGSFGYAAUTVSQA-UHFFFAOYSA-N,-2.64,,-0.0,0
o-Toluidine,-1.922,1,107.156,1,1,0,26.02,-2.21,Cc1ccccc1N,Cc1ccccc1N,RNVCVTLRINQCPJ-UHFFFAOYSA-N,RNVCVTLRINQCPJ-UHFFFAOYSA-N,-2.21,,-0.0,0
Estragole,-3.074,1,148.205,0,1,3,9.23,-2.92,c1(OC)ccc(CC=C)cc1,C=CCc1ccc(OC)cc1,ZFMSMUAANRJZFM-UHFFFAOYSA-N,ZFMSMUAANRJZFM-UHFFFAOYSA-N,-2.92,,-0.0,0
karbutilate,-2.655,1,279.34,2,1,2,70.67,-2.93,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,OWNAXTAAAQTBSP-UHFFFAOYSA-N,OWNAXTAAAQTBSP-UHFFFAOYSA-N,-2.93,,-0.0,0
3-Methyl-1-Butene,-1.994,1,70.135,0,0,1,0.0,-2.73,CC(C)C=C,C=CC(C)C,YHQXBTXEYZIYOV-UHFFFAOYSA-N,YHQXBTXEYZIYOV-UHFFFAOYSA-N,-2.73,,-0.0,0
2-Hydroxypyridine,-1.655,1,95.101,1,1,0,33.120000000000005,1.02,Oc1ccccn1,Oc1ccccn1,UBQKCCHYAOITMY-UHFFFAOYSA-N,UBQKCCHYAOITMY-UHFFFAOYSA-N,1.02,,0.0,0
Ethane,-1.132,1,30.07,0,0,0,0.0,-1.36,CC,CC,OTMSDBZUPAUEDD-UHFFFAOYSA-N,OTMSDBZUPAUEDD-UHFFFAOYSA-N,-1.36,,-0.0,0
"1,2-Dichlorobenzene",-3.482,1,147.00399999999996,0,1,0,0.0,-3.05,Clc1ccccc1Cl,Clc1ccccc1Cl,RFFLAFLAYFXFSW-UHFFFAOYSA-N,RFFLAFLAYFXFSW-UHFFFAOYSA-N,-3.05,,-0.0,0
mercaptobenzothiazole,-3.411,1,167.25799999999998,1,2,0,12.89,-3.18,Sc2nc1ccccc1s2 ,Sc1nc2ccccc2s1,YXIWHUQXZSMYRE-UHFFFAOYSA-N,YXIWHUQXZSMYRE-UHFFFAOYSA-N,-3.18,,-0.0,0
"2,2',3,3',4,4',5,5',6,6'-PCB",-9.589,1,498.66200000000026,0,2,1,0.0,-11.6,Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl ,Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,ONXPZLFXDMAPRO-UHFFFAOYSA-N,ONXPZLFXDMAPRO-UHFFFAOYSA-N,-11.6,,-0.0,0
Methoxsalen,-3.25,1,216.19199999999995,0,3,1,52.58,-3.664,COc2c1occc1cc3ccc(=O)oc23 ,COc1c2occc2cc2ccc(=O)oc12,QXKHYNVANLEOEG-UHFFFAOYSA-N,QXKHYNVANLEOEG-UHFFFAOYSA-N,-3.664,,-0.0,0
Acetamide,0.494,1,59.068,1,0,0,43.09,1.58,CC(=O)N,CC(N)=O,DLFVBJFMPXGRIB-UHFFFAOYSA-N,DLFVBJFMPXGRIB-UHFFFAOYSA-N,1.58,,0.0,0
1-Methylnaphthalene,-3.802,1,142.201,0,2,0,0.0,-3.7,Cc1cccc2ccccc12,Cc1cccc2ccccc12,QPUYECUOLPXSFR-UHFFFAOYSA-N,QPUYECUOLPXSFR-UHFFFAOYSA-N,-3.7,,-0.0,0
Napropamide,-4.088,1,271.36,0,2,5,29.540000000000003,-3.57,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 ,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,WXZVAROIGSFCFJ-UHFFFAOYSA-N,WXZVAROIGSFCFJ-UHFFFAOYSA-N,-3.57,,-0.0,0
"3,3-Dimethyl-2-butanol",-1.2919999999999998,1,102.177,1,0,0,20.23,-0.62,CC(O)C(C)(C)C,CC(O)C(C)(C)C,DFOXKPDFWGNLJU-UHFFFAOYSA-N,DFOXKPDFWGNLJU-UHFFFAOYSA-N,-0.62,,-0.0,0
Methyl pentanoate,-1.545,1,116.15999999999998,0,0,3,26.3,-1.36,CCCC(=O)OCC,CCCC(=O)OCC,OBNCKNCVKJNDBV-UHFFFAOYSA-N,OBNCKNCVKJNDBV-UHFFFAOYSA-N,-1.36,,-0.0,0
Menadione,-2.667,1,172.18299999999996,0,2,0,34.14,-3.03,CC2=CC(=O)c1ccccc1C2=O ,CC1=CC(=O)c2ccccc2C1=O,MJVAVZPDRWSRRC-UHFFFAOYSA-N,MJVAVZPDRWSRRC-UHFFFAOYSA-N,-3.03,,-0.0,0
Phenanthrene,-4.518,2,178.23399999999998,0,3,0,0.0,-5.26,c1ccc2c(c1)ccc3ccccc32,c1ccc2c(c1)ccc1ccccc12,YNPNZTXNASCQKK-UHFFFAOYSA-N,YNPNZTXNASCQKK-UHFFFAOYSA-N,-5.26,,-0.0,0
"2,4-Dimethylpyridine",-2.0980000000000003,1,107.156,0,1,0,12.89,0.38,Cc1ccnc(C)c1,Cc1ccnc(C)c1,JYYNAJVZFGKDEQ-UHFFFAOYSA-N,JYYNAJVZFGKDEQ-UHFFFAOYSA-N,0.38,,0.0,0
1-Nonanol,-2.46,1,144.258,1,0,7,20.23,-3.01,CCCCCCCCCO,CCCCCCCCCO,ZWRUINPWMLAQRD-UHFFFAOYSA-N,ZWRUINPWMLAQRD-UHFFFAOYSA-N,-3.01,,-0.0,0
Dibromomethane,-1.883,1,173.83499999999998,0,0,0,0.0,-1.17,BrCBr,BrCBr,FJBFPHVGVWTDIP-UHFFFAOYSA-N,FJBFPHVGVWTDIP-UHFFFAOYSA-N,-1.17,,-0.0,0
Dexamethasone,-3.4,1,392.4670000000002,3,4,2,94.83,-3.59,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,UREBDLICKHMUKA-UHFFFAOYSA-N,UREBDLICKHMUKA-UHFFFAOYSA-N,-3.59,,-0.0,0
"2,6-Dimethylnaphthalene ",-4.147,1,156.228,0,2,0,0.0,-4.89,Cc1ccc2cc(C)ccc2c1,Cc1ccc2cc(C)ccc2c1,YGYNBBAUIYTWBF-UHFFFAOYSA-N,YGYNBBAUIYTWBF-UHFFFAOYSA-N,-4.89,,-0.0,0
Butylate,-3.4530000000000003,1,217.378,0,0,5,20.31,-3.68,CCSC(=O)N(CC(C)C)CC(C)C,CCSC(=O)N(CC(C)C)CC(C)C,BMTAFVWTTFSTOG-UHFFFAOYSA-N,BMTAFVWTTFSTOG-UHFFFAOYSA-N,-3.68,,-0.0,0
nitroglycerin,-2.029,1,227.085,0,0,8,157.11,-2.22,O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],SNIOPGDIGTZGOP-UHFFFAOYSA-N,SNIOPGDIGTZGOP-UHFFFAOYSA-N,-2.22,,-0.0,0
m-Nitroaniline,-1.936,1,138.126,1,1,1,69.16,-2.19,Nc1cccc(c1)N(=O)=O,Nc1cccc([N+](=O)[O-])c1,XJCVRTZCHMZPBD-UHFFFAOYSA-N,XJCVRTZCHMZPBD-UHFFFAOYSA-N,-2.19,,-0.0,0
1-Chlorobutane,-1.94,1,92.569,0,0,2,0.0,-2.03,CCCCCl,CCCCCl,VFWCMGCRMGJXDK-UHFFFAOYSA-N,VFWCMGCRMGJXDK-UHFFFAOYSA-N,-2.03,,-0.0,0
triforine,-3.715,1,430.9340000000001,2,1,6,64.68,-4.19,ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl ,O=CNC(N1C=CN(C(NC=O)C(Cl)(Cl)Cl)C=C1)C(Cl)(Cl)Cl,XEOXEBNPBKUGJH-UHFFFAOYSA-N,XEOXEBNPBKUGJH-UHFFFAOYSA-N,-4.19,,-0.0,0
Fluridone,-4.249,1,329.321,0,3,2,22.0,-4.445,Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,YWBVHLJPRPCRSD-UHFFFAOYSA-N,YWBVHLJPRPCRSD-UHFFFAOYSA-N,-4.445,,-0.0,0
6-aminochrysene,-4.849,1,243.309,1,4,0,26.02,-6.2,Nc3cc2c1ccccc1ccc2c4ccccc34 ,Nc1cc2c3ccccc3ccc2c2ccccc12,KIVUHCNVDWYUNP-UHFFFAOYSA-N,KIVUHCNVDWYUNP-UHFFFAOYSA-N,-6.2,,-0.0,0
Estrone,-3.872,1,270.372,1,4,0,37.3,-3.955,CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,DNXHEGUUPJUMQT-UHFFFAOYSA-N,DNXHEGUUPJUMQT-UHFFFAOYSA-N,-3.955,,-0.0,0
RTI 17,-4.227,1,269.373,0,3,1,19.37,-4.706,CCN2c1ccccc1N(C)C(=S)c3cccnc23 ,CCN1c2ccccc2N(C)C(=S)c2cccnc21,ZSLBEMKAJDJVND-UHFFFAOYSA-N,ZSLBEMKAJDJVND-UHFFFAOYSA-N,-4.706,,-0.0,0
"1,2-Propylene oxide",-0.358,1,58.08,0,1,0,12.53,-0.59,CC1CO1,CC1CO1,GOOHAUXETOMSMM-UHFFFAOYSA-N,GOOHAUXETOMSMM-UHFFFAOYSA-N,-0.59,,-0.0,0
Nitrazepam,-3.4730000000000003,1,281.271,1,3,2,84.6,-3.796,O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,KJONHKAYOJNZEC-UHFFFAOYSA-N,KJONHKAYOJNZEC-UHFFFAOYSA-N,-3.796,,-0.0,0
"1,3-diethylthiourea",-1.028,1,132.232,2,0,2,24.06,-1.46,CCNC(=S)NCC,CCNC(=S)NCC,FLVIGYVXZHLUHP-UHFFFAOYSA-N,FLVIGYVXZHLUHP-UHFFFAOYSA-N,-1.46,,-0.0,0
"2,3,5-Trichlorophenol",-3.78,1,197.448,1,1,0,20.23,-2.67,Oc1cc(Cl)cc(Cl)c1Cl,Oc1cc(Cl)cc(Cl)c1Cl,WWGQHTJIFOQAOC-UHFFFAOYSA-N,WWGQHTJIFOQAOC-UHFFFAOYSA-N,-2.67,,-0.0,0
Propyl propanoate,-1.545,1,116.15999999999998,0,0,3,26.3,-1.34,CCCCC(=O)OC,CCCCC(=O)OC,HNBDRPTVWVGKBR-UHFFFAOYSA-N,HNBDRPTVWVGKBR-UHFFFAOYSA-N,-1.34,,-0.0,0
Aniline ,-1.632,1,93.129,1,1,0,26.02,-0.41,Nc1ccccc1,Nc1ccccc1,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,-0.41,,-0.0,0
"1,5-Dimethlnapthalene",-4.147,1,156.228,0,2,0,0.0,-4.678999999999999,Cc1cccc2c(C)cccc12,Cc1cccc2c(C)cccc12,SDDBCEWUYXVGCQ-UHFFFAOYSA-N,SDDBCEWUYXVGCQ-UHFFFAOYSA-N,-4.678999999999999,,-0.0,0
hydrochlorothiazide,-1.72,1,297.745,3,2,1,118.36,-2.63,NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,JZUFKLXOESDKRF-UHFFFAOYSA-N,JZUFKLXOESDKRF-UHFFFAOYSA-N,-2.63,,-0.0,0
Acenapthylene,-3.682,2,152.19599999999994,0,3,0,0.0,-3.96,C1=Cc2cccc3cccc1c23,C1=Cc2cccc3cccc1c23,HXGDTGSAIMULJN-UHFFFAOYSA-N,HXGDTGSAIMULJN-UHFFFAOYSA-N,-3.96,,-0.0,0
Ethyl butyrate,-2.254,1,144.21399999999997,0,0,5,26.3,-1.28,CCCCCOC(=O)CC,CCCCCOC(=O)CC,TWSRVQVEYJNFKQ-UHFFFAOYSA-N,TWSRVQVEYJNFKQ-UHFFFAOYSA-N,-1.28,,-0.0,0
Atratone,-3.185,1,211.269,2,1,5,71.96000000000001,-2.084,CCNc1nc(NC(C)C)nc(OC)n1,CCNc1nc(NC(C)C)nc(OC)n1,PXWUKZGIHQRDHL-UHFFFAOYSA-N,PXWUKZGIHQRDHL-UHFFFAOYSA-N,-2.084,,-0.0,0
Benzo(a)pyrene,-6.007000000000001,2,252.316,0,5,0,0.0,-8.699,c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,FMMWHPNWAFZXNH-UHFFFAOYSA-N,FMMWHPNWAFZXNH-UHFFFAOYSA-N,-8.699,,-0.0,0
Bromoethane,-1.529,1,108.966,0,0,0,0.0,-1.09,CCBr,CCBr,RDHPKYGYEGBMSE-UHFFFAOYSA-N,RDHPKYGYEGBMSE-UHFFFAOYSA-N,-1.09,,-0.0,0
3-Hexyne,-1.933,1,82.14599999999999,0,0,0,0.0,-1.99,CCC#CCC,CCC#CCC,DQQNMIPXXNPGCV-UHFFFAOYSA-N,DQQNMIPXXNPGCV-UHFFFAOYSA-N,-1.99,,-0.0,0
Digitoxin,-6.114,1,764.9499999999999,5,8,7,182.83,-5.292999999999999,CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,WDJUZGPOPHTGOT-UHFFFAOYSA-N,WDJUZGPOPHTGOT-UHFFFAOYSA-N,-5.292999999999999,,-0.0,0
2-Methyl-1-Butene,-1.994,1,70.13499999999999,0,0,1,0.0,-2.73,CCC(=C)C,C=C(C)CC,MHNNAWXXUZQSNM-UHFFFAOYSA-N,MHNNAWXXUZQSNM-UHFFFAOYSA-N,-2.73,,-0.0,0
8-quinolinol,-2.725,1,145.16099999999997,1,2,0,33.120000000000005,-2.42,Oc1cccc2cccnc12 ,Oc1cccc2cccnc12,MCJGNVYPOGVAJF-UHFFFAOYSA-N,MCJGNVYPOGVAJF-UHFFFAOYSA-N,-2.42,,-0.0,0
"1,2,3,4-Tetrahydronapthalene",-3.447,2,132.20599999999996,0,2,0,0.0,-4.37,C1CCc2ccccc2C1,c1ccc2c(c1)CCCC2,CXWXQJXEFPUFDZ-UHFFFAOYSA-N,CXWXQJXEFPUFDZ-UHFFFAOYSA-N,-4.37,,-0.0,0
phenolphthalein,-4.59,1,318.32800000000003,2,4,2,66.76,-2.9,Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4 ,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,KJFMBFZCATUALV-UHFFFAOYSA-N,KJFMBFZCATUALV-UHFFFAOYSA-N,-2.9,,-0.0,0
"1,3,5-Tribromobenzene",-5.27,1,314.802,0,1,0,0.0,-5.6,Brc1cc(Br)cc(Br)c1,Brc1cc(Br)cc(Br)c1,YWDUZLFWHVQCHY-UHFFFAOYSA-N,YWDUZLFWHVQCHY-UHFFFAOYSA-N,-5.6,,-0.0,0
Ronnel,-5.247000000000001,1,321.549,0,1,4,27.69,-5.72,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,JHJOOSLFWRRSGU-UHFFFAOYSA-N,JHJOOSLFWRRSGU-UHFFFAOYSA-N,-5.72,,-0.0,0
methylthiouracil,-0.547,1,142.18300000000002,2,1,0,48.65,-2.436,Cc1cc(=O)[nH]c(=S)[nH]1,Cc1cc(=O)[nH]c(=S)[nH]1,HWGBHCRJGXAGEU-UHFFFAOYSA-N,HWGBHCRJGXAGEU-UHFFFAOYSA-N,-2.436,,-0.0,0
